   1.2975121e-02   2.8156228e-01   3.5904630e-01   5.3263746e-01   9.8811773e-01
   1.4240179e-02   2.8134837e-01   3.5846168e-01   5.3121190e-01   9.8412110e-01
   1.5628579e-02   2.8109180e-01   3.5775819e-01   5.2949028e-01   9.7927660e-01
   1.7152346e-02   2.8078414e-01   3.5691167e-01   5.2740964e-01   9.7339574e-01
   1.8824679e-02   2.8041627e-01   3.5589436e-01   5.2489618e-01   9.6624776e-01
   2.0660062e-02   2.7997640e-01   3.5467192e-01   5.2185618e-01   9.5753987e-01
   2.2674393e-02   2.7945147e-01   3.5320469e-01   5.1817968e-01   9.4691039e-01
   2.4885118e-02   2.7882634e-01   3.5144681e-01   5.1373500e-01   9.3390796e-01
   2.7311386e-02   2.7808347e-01   3.4934538e-01   5.0836701e-01   9.1797922e-01
   2.9974213e-02   2.7720297e-01   3.4684109e-01   5.0189932e-01   8.9846992e-01
   3.2896661e-02   2.7616196e-01   3.4386961e-01   4.9414077e-01   8.7466354e-01
   3.6104045e-02   2.7493421e-01   3.4036262e-01   4.8489628e-01   8.4587132e-01
   3.9624145e-02   2.7349066e-01   3.3625161e-01   4.7398762e-01   8.1156156e-01
   4.3487450e-02   2.7179896e-01   3.3147200e-01   4.6127466e-01   7.7151583e-01
   4.7727423e-02   2.6982272e-01   3.2596651e-01   4.4667352e-01   7.2592746e-01
   5.2380788e-02   2.6752568e-01   3.1969738e-01   4.3020879e-01   6.7558813e-01
   5.7487850e-02   2.6486955e-01   3.1264581e-01   4.1200724e-01   6.2179804e-01
   6.3092844e-02   2.6181758e-01   3.0482256e-01   3.9231919e-01   5.6627846e-01
   6.9244319e-02   2.5833790e-01   2.9626904e-01   3.7150235e-01   5.1091251e-01
   7.5995554e-02   2.5440437e-01   2.8705906e-01   3.4999316e-01   4.5747404e-01
   8.3405027e-02   2.5000304e-01   2.7729702e-01   3.2826505e-01   4.0739420e-01
   9.1536914e-02   2.4513462e-01   2.6711152e-01   3.0678079e-01   3.6163908e-01
   1.0046165e-01   2.3981608e-01   2.5664835e-01   2.8595164e-01   3.2070305e-01
   1.1025654e-01   2.3408444e-01   2.4606050e-01   2.6610993e-01   2.8467913e-01
   1.2100641e-01   2.2799336e-01   2.3549735e-01   2.4749533e-01   2.5336546e-01
   1.3280439e-01   2.2161210e-01   2.2509647e-01   2.3025283e-01   2.2638044e-01
   1.4575265e-01   2.1502164e-01   2.1497754e-01   2.1444822e-01   2.0325230e-01
   1.5996336e-01   2.0830751e-01   2.0523719e-01   2.0007955e-01   1.8348632e-01
   1.7555959e-01   2.0155662e-01   1.9594771e-01   1.8709664e-01   1.6660616e-01
   1.9267643e-01   1.9485067e-01   1.8715908e-01   1.7541622e-01   1.5217683e-01
   2.1146214e-01   1.8826238e-01   1.7889885e-01   1.6493677e-01   1.3981453e-01
   2.3207944e-01   1.8185365e-01   1.7117786e-01   1.5554781e-01   1.2918824e-01
   2.5470690e-01   1.7567371e-01   1.6399132e-01   1.4713852e-01   1.2001789e-01
   2.7954051e-01   1.6975950e-01   1.5732451e-01   1.3960198e-01   1.1206821e-01
   3.0679536e-01   1.6413426e-01   1.5115393e-01   1.3283820e-01   1.0514294e-01
   3.3670753e-01   1.5881109e-01   1.4545084e-01   1.2675551e-01   9.9079161e-02
   3.6953610e-01   1.5379391e-01   1.4018324e-01   1.2127235e-01   9.3742279e-02
   4.0556542e-01   1.4907865e-01   1.3531820e-01   1.1631502e-01   8.9020807e-02
   4.4510754e-01   1.4465473e-01   1.3082165e-01   1.1181931e-01   8.4822229e-02
   4.8850498e-01   1.4050596e-01   1.2665910e-01   1.0772756e-01   8.1069787e-02
   5.3613361e-01   1.3661188e-01   1.2279630e-01   1.0398839e-01   7.7699021e-02
   5.8840598e-01   1.3294907e-01   1.1920051e-01   1.0055717e-01   7.4656314e-02
   6.4577483e-01   1.2949131e-01   1.1583888e-01   9.7392716e-02   7.1895564e-02
   7.0873708e-01   1.2621099e-01   1.1268024e-01   9.4459058e-02   6.9378108e-02
   7.7783807e-01   1.2308010e-01   1.0969465e-01   9.1723543e-02   6.7070490e-02
   8.5367632e-01   1.2007075e-01   1.0685387e-01   8.9156914e-02   6.4944243e-02
   9.3690871e-01   1.1715600e-01   1.0413174e-01   8.6733118e-02   6.2974373e-02
   1.0282562e+00   1.1431101e-01   1.0150426e-01   8.4428951e-02   6.1139386e-02
   1.1285099e+00   1.1151321e-01   9.8950132e-02   8.2223767e-02   5.9420584e-02
   1.2385382e+00   1.0874272e-01   9.6450471e-02   8.0099658e-02   5.7801465e-02
   1.3592941e+00   1.0598272e-01   9.3988966e-02   7.8040839e-02   5.6267824e-02
   1.4918236e+00   1.0321950e-01   9.1552017e-02   7.6033772e-02   5.4807065e-02
   1.6372746e+00   1.0044218e-01   8.9128210e-02   7.4066699e-02   5.3408037e-02
   1.7969068e+00   9.7642802e-02   8.6708326e-02   7.2129437e-02   5.2060795e-02
   1.9721030e+00   9.4815841e-02   8.4285160e-02   7.0213447e-02   5.0756738e-02
   2.1643806e+00   9.1958039e-02   8.1853152e-02   6.8311339e-02   4.9487785e-02
   2.3754051e+00   8.9068179e-02   7.9408341e-02   6.6416876e-02   4.8246896e-02
   2.6070041e+00   8.6146819e-02   7.6948190e-02   6.4524898e-02   4.7027662e-02
   2.8611838e+00   8.3195968e-02   7.4471330e-02   6.2631154e-02   4.5824328e-02
   3.1401457e+00   8.0218679e-02   7.1977222e-02   6.0731902e-02   4.4631284e-02
   3.4463061e+00   7.7219190e-02   6.9466367e-02   5.8824233e-02   4.3443525e-02
   3.7823166e+00   7.4202662e-02   6.6940168e-02   5.6906012e-02   4.2256436e-02
   4.1510878e+00   7.1174995e-02   6.4400738e-02   5.4975594e-02   4.1065627e-02
   4.5558138e+00   6.8142648e-02   6.1850830e-02   5.3031961e-02   3.9867031e-02
   5.0000000e+00   6.5112603e-02   5.9293871e-02   5.1074687e-02   3.8656839e-02
